Wban Number, YearMonthDay, Time, Station Type, Maintenance Indicator, Sky Conditions, Visibility, Weather Type, Dry Bulb Temp, Dew Point Temp, Wet Bulb Temp, % Relative Humidity, Wind Speed (kt), Wind Direction, Wind Char. Gusts (kt), Val for Wind Char., Station Pressure, Pressure Tendency, Sea Level Pressure, Record Type, Precip. Total
03011,20070415,1350,AO2 ,-,CLR                                          ,10SM   ,-,54,12,39,19  , 9   ,160,G,24 ,29.97,-,-,AA,-
03011,20070415,1450,AO2 ,-,CLR                                          ,10SM   ,-,54,9,37,16  , 13  ,160,G,28 ,29.95,-,-,AA,-
03011,20070415,1550,AO2 ,-,CLR                                          ,10SM   ,-,54,10,37,17  , 15  ,160,G,26 ,29.93,-,-,AA,-
03011,20070415,1650,AO2 ,-,SCT065 OVC100                                ,10SM   ,-,54,10,37,17  , 20  ,150,G,25 ,29.95,-,-,AA,-
03011,20070415,1750,AO2 ,-,SCT065 SCT070 BKN090                         ,10SM   ,-,50,16,37,26  , 13  ,140,G,23 ,29.96,-,-,AA,-
03011,20070415,1850,AO2 ,-,SCT055 SCT075 BKN090                         ,10SM   ,-,50,19,37,29  , 11  ,150,G,20 ,29.97,-,-,AA,-
03011,20070415,1950,AO2 ,-,SCT011 SCT019 BKN026                         ,10SM   ,-,41,32,37,70  , 8   ,120,-,0  ,30.03,-,-,AA,-
03011,20070415,2050,AO2 ,-,SCT010 BKN022 OVC029                         ,10SM   ,-RA                 ,37,34,36,89  , 9   ,120,-,0  ,30.05,-,-,AA,-
03011,20070415,2150,AO2 ,-,SCT007 BKN015 OVC023                         ,5SM    ,-SN                 ,36,34,36,92  , 5   ,090,-,0  ,30.06,-,-,AA,-
03011,20070415,2250,AO2 ,-,SCT009 BKN021 OVC028                         ,10SM   ,-RA                 ,37,36,37,96  , 4   ,120,-,0  ,30.06,-,-,AA,-
03011,20070415,2350,AO2 ,-,SCT013 SCT020 BKN033                         ,10SM   ,-RA                 ,37,36,37,96  , 5   ,120,-,0  ,30.06,-,-,AA,-
03011,20070416,0050,AO2 ,-,SCT032 SCT045 BKN070                         ,10SM   ,-,37,34,36,89  , 7   ,110,-,0  ,30.03,-,-,AA,-
03011,20070416,0150,AO2 ,-,SCT046 SCT060 BKN090                         ,10SM   ,-,37,32,36,82  , 9   ,130,-,0  ,30.01,-,-,AA,-
03011,20070416,0250,AO2 ,-,SCT039 SCT050 BKN120                         ,10SM   ,-,37,32,36,82  , 0   ,000,-,0  ,30.02,-,-,AA,-
03011,20070416,0350,AO2 ,-,SCT090 SCT120                                ,10SM   ,-,36,32,34,85  , 0   ,000,-,0  ,30.00,-,-,AA,-
03011,20070416,0450,AO2 ,-,CLR                                          ,10SM   ,-,34,32,34,92  , 0   ,000,-,0  ,30.01,-,-,AA,-
03011,20070416,0550,AO2 ,-,CLR                                          ,10SM   ,-,34,32,34,92  , 4   ,140,-,0  ,30.02,-,-,AA,-
03011,20070416,0650,AO2 ,-,CLR                                          ,10SM   ,-,36,32,34,85  , 0   ,000,-,0  ,30.04,-,-,AA,-
03011,20070416,0750,AO2 ,-,CLR                                          ,10SM   ,-,41,30,37,65  , 3   ,130,-,0  ,30.04,-,-,AA,-
03011,20070416,0850,AO2 ,-,CLR                                          ,10SM   ,-,46,19,36,34  , 14  ,090,G,20 ,30.02,-,-,AA,-
03011,20070416,0950,AO2 ,-,CLR                                          ,10SM   ,-,50,14,37,24  , 11  ,090,G,16 ,30.03,-,-,AA,-
03011,20070416,1050,AO2 ,-,BKN085 OVC095                                ,10SM   ,-,50,14,37,24  , 9   ,100,G,20 ,30.03,-,-,AA,-
03011,20070416,1150,AO2 ,-,BKN095                                       ,10SM   ,-,52,14,37,22  , 16  ,120,G,21 ,30.01,-,-,AA,-
03011,20070416,1250,AO2 ,-,OVC095                                       ,10SM   ,-,50,9,36,19  , 3   ,340,-,0  ,29.99,-,-,AA,-
03011,20070416,1350,AO2 ,-,BKN085 OVC110                                ,10SM   ,-,46,10,34,23  , 3   ,190,-,0  ,30.01,-,-,AA,-
03011,20070416,1450,AO2 ,-,SCT027 BKN065 OVC090                         ,10SM   ,-,45,23,37,42  , 3   ,250,-,0  ,30.02,-,-,AA,-
03011,20070416,1550,AO2 ,-,SCT006 BKN017 OVC041                         ,2 1/2SM,-SN                 ,36,32,34,85  , 0   ,000,-,0  ,30.06,-,-,AA,-
03011,20070416,1650,AO2 ,-,SCT012 SCT036 OVC075                         ,10SM   ,-,36,34,36,92  , 0   ,000,-,0  ,30.08,-,-,AA,-
03011,20070416,1750,AO2 ,-,CLR                                          ,10SM   ,-,37,32,36,82  , 0   ,000,-,0  ,30.08,-,-,AA,-
03011,20070416,1850,AO2 ,-,SCT110                                       ,10SM   ,-,37,30,34,76  , 0   ,000,-,0  ,30.07,-,-,AA,-
03011,20070416,1950,AO2 ,-,CLR                                          ,10SM   ,-,36,32,34,85  , 3   ,250,-,0  ,30.10,-,-,AA,-
03011,20070416,2050,AO2 ,-,BKN080 OVC110                                ,10SM   ,-,36,32,34,85  , 0   ,000,-,0  ,30.13,-,-,AA,-
03011,20070416,2150,AO2 ,-,SCT070 SCT085 OVC110                         ,10SM   ,-,34,32,34,92  , 9   ,240,G,14 ,30.10,-,-,AA,-
03011,20070416,2250,AO2 ,-,OVC005                                       ,10SM   ,-,34,32,34,92  , 0   ,000,-,0  ,30.11,-,-,AA,-
03011,20070416,2350,AO2 ,-,SCT007 BKN012 OVC032                         ,10SM   ,-,34,32,34,92  , 0   ,000,-,0  ,30.10,-,-,AA,-
03011,20070417,0050,AO2 ,-,SCT006                                       ,10SM   ,-,34,32,34,92  , 0   ,000,-,0  ,30.10,-,-,AA,-
03011,20070417,0150,AO2 ,-,CLR                                          ,10SM   ,-,34,32,34,92  , 0   ,000,-,0  ,30.08,-,-,AA,-
03011,20070417,0250,AO2 ,-,CLR                                          ,10SM   ,-,32,30,30,92  , 4   ,130,-,0  ,30.08,-,-,AA,-
03011,20070417,0350,AO2 ,-,CLR                                          ,10SM   ,-,32,28,30,85  , 3   ,150,-,0  ,30.08,-,-,AA,-
03011,20070417,0450,AO2 ,-,SCT070                                       ,10SM   ,-,32,28,30,85  , 0   ,000,-,0  ,30.10,-,-,AA,-
03011,20070417,0550,AO2 ,-,BKN018 BKN049                                ,10SM   ,-,30,27,28,89  , 3   ,100,-,0  ,30.12,-,-,AA,-
03011,20070417,0650,AO2 ,-,SCT014 SCT019 OVC049                         ,10SM   ,-,32,28,30,85  , 0   ,000,-,0  ,30.13,-,-,AA,-
03011,20070417,0750,AO2 ,-,OVC043                                       ,10SM   ,-,34,28,32,79  , 0   ,000,-,0  ,30.14,-,-,AA,-
03011,20070417,0850,AO2 ,-,OVC041                                       ,10SM   ,-,36,30,34,79  , 0   ,000,-,0  ,30.15,-,-,AA,-
03011,20070417,0950,AO2 ,-,OVC041                                       ,10SM   ,-,39,30,36,70  , 0   ,000,-,0  ,30.16,-,-,AA,-
03011,20070417,1050,AO2 ,-,OVC043                                       ,10SM   ,-,41,30,37,65  , 3   ,260,-,0  ,30.18,-,-,AA,-
03011,20070417,1150,AO2 ,-,OVC047                                       ,10SM   ,-,45,30,39,56  , 5   ,290,-,0  ,30.17,-,-,AA,-
03011,20070417,1250,AO2 ,-,SCT035 OVC050                                ,10SM   ,-,46,30,39,54  , 7   ,270,-,0  ,30.16,-,-,AA,-
03011,20070417,1350,AO2 ,-,OVC060                                       ,10SM   ,-,46,30,39,54  , 7   ,310,-,0  ,30.16,-,-,AA,-
03011,20070417,1450,AO2 ,-,SCT049 SCT060 BKN065                         ,10SM   ,-,48,30,39,50  , 11  ,280,-,0  ,30.14,-,-,AA,-
03011,20070417,1550,AO2 ,-,SCT040                                       ,10SM   ,-,50,30,41,46  , 10  ,280,G,15 ,30.13,-,-,AA,-
03011,20070417,1650,AO2 ,-,SCT060                                       ,10SM   ,-,48,30,39,50  , 8   ,290,-,0  ,30.14,-,-,AA,-
03011,20070417,1750,AO2 ,-,CLR                                          ,10SM   ,-,46,30,39,54  , 0   ,000,-,0  ,30.14,-,-,AA,-
03011,20070417,1850,AO2 ,-,CLR                                          ,10SM   ,-,45,28,37,51  , 4   ,260,-,0  ,30.13,-,-,AA,-
03011,20070417,1950,AO2 ,-,CLR                                          ,10SM   ,-,41,28,36,60  , 0   ,000,-,0  ,30.14,-,-,AA,-
03011,20070417,2050,AO2 ,-,CLR                                          ,10SM   ,-,39,30,36,70  , 3   ,120,-,0  ,30.16,-,-,AA,-
03011,20070417,2150,AO2 ,-,CLR                                          ,10SM   ,-,37,30,34,76  , 4   ,110,-,0  ,30.16,-,-,AA,-
03011,20070417,2250,AO2 ,-,CLR                                          ,10SM   ,-,37,28,34,70  , 4   ,130,-,0  ,30.15,-,-,AA,-
03011,20070417,2350,AO2 ,-,CLR                                          ,10SM   ,-,37,28,34,70  , 4   ,150,-,0  ,30.15,-,-,AA,-
03011,20070418,0050,AO2 ,-,CLR                                          ,10SM   ,-,36,27,34,70  , 3   ,140,-,0  ,30.12,-,-,AA,-
03011,20070418,0150,AO2 ,-,CLR                                          ,10SM   ,-,36,23,30,59  , 5   ,140,-,0  ,30.10,-,-,AA,-
03011,20070418,0250,AO2 ,-,BKN065                                       ,10SM   ,-,36,23,30,59  , 6   ,150,-,0  ,30.06,-,-,AA,-
03011,20070418,0350,AO2 ,-,BKN075 BKN090                                ,10SM   ,-,41,21,34,45  , 6   ,120,-,0  ,30.06,-,-,AA,-
03011,20070418,0450,AO2 ,-,BKN075                                       ,10SM   ,-,41,23,34,49  , 10  ,120,-,0  ,30.04,-,-,AA,-
03011,20070418,0550,AO2 ,-,SCT075                                       ,10SM   ,-,43,21,36,42  , 0   ,000,-,0  ,30.04,-,-,AA,-
03011,20070418,0650,AO2 ,-,CLR                                          ,10SM   ,-,43,23,36,45  , 12  ,140,G,19 ,30.04,-,-,AA,-
03011,20070418,0750,AO2 ,-,CLR                                          ,10SM   ,-,45,14,34,29  , 8   ,160,G,18 ,30.04,-,-,AA,-
03011,20070418,0850,AO2 ,-,CLR                                          ,10SM   ,-,48,12,36,23  , 9   ,130,G,15 ,30.02,-,-,AA,-
03011,20070418,0950,AO2 ,-,SCT085                                       ,10SM   ,-,50,7,36,17  , 10  ,200,G,23 ,30.00,-,-,AA,-
03011,20070418,1050,AO2 ,-,CLR                                          ,10SM   ,-,50,9,36,19  , 21  ,220,G,28 ,29.96,-,-,AA,-
03011,20070418,1150,AO2 ,-,SCT080 SCT090                                ,10SM   ,-,52,12,37,20  , 10  ,130,G,20 ,29.93,-,-,AA,-
03011,20070418,1250,AO2 ,-,SCT080                                       ,10SM   ,-,52,12,37,20  , 14  ,190,G,28 ,29.89,-,-,AA,-
03011,20070418,1350,AO2 ,-,SCT022 BKN050 OVC055                         ,10SM   ,-,46,25,37,44  , 11  ,110,G,28 ,29.89,-,-,AA,-
03011,20070418,1450,AO2 ,-,SCT031 BKN049 OVC060                         ,10SM   ,-,46,25,37,44  , 18  ,150,G,27 ,29.86,-,-,AA,-
03011,20070418,1550,AO2 ,-,SCT050 BKN070 OVC075                         ,10SM   ,-,46,27,37,48  , 7   ,130,-,0  ,29.80,-,-,AA,-
03011,20070418,1650,AO2 ,-,SCT043 BKN070 OVC090                         ,10SM   ,-,50,14,37,24  , 23  ,180,G,38 ,29.75,-,-,AA,-
03011,20070418,1750,AO2 ,-,SCT075 OVC090                                ,10SM   ,-,50,5,36,16  , 31  ,180,G,46 ,29.71,-,-,AA,-
03011,20070418,1850,AO2 ,-,SCT080 BKN090                                ,10SM   ,-,50,5,36,16  , 19  ,190,G,40 ,29.72,-,-,AA,-
03011,20070418,1950,AO2 ,-,OVC090                                       ,10SM   ,-,46,5,34,18  , 10  ,220,G,21 ,29.74,-,-,AA,-
03011,20070418,2050,AO2 ,-,SCT037 SCT065 OVC090                         ,10SM   ,-,45,3,32,17  , 18  ,270,G,33 ,29.79,-,-,AA,-
03011,20070418,2150,AO2 ,-,SCT060 SCT070 OVC080                         ,10SM   ,-,37,3,27,24  , 19  ,270,G,29 ,29.84,-,-,AA,-
03011,20070418,2250,AO2 ,-,OVC080                                       ,10SM   ,-,34,1,25,24  , 12  ,250,G,22 ,29.87,-,-,AA,-
03011,20070418,2350,AO2 ,-,SCT085                                       ,10SM   ,-,34,0,25,23  , 11  ,250,G,26 ,29.89,-,-,AA,-
03011,20070419,0050,AO2 ,-,CLR                                          ,10SM   ,-,32,-6,23,19  , 12  ,220,G,23 ,29.91,-,-,AA,-
03011,20070419,0150,AO2 ,-,CLR                                          ,10SM   ,-,30,-8,21,19  , 7   ,230,G,14 ,29.90,-,-,AA,-
03011,20070419,0250,AO2 ,-,CLR                                          ,10SM   ,-,27,0,19,31  , 6   ,310,G,14 ,29.93,-,-,AA,-
03011,20070419,0350,AO2 ,-,CLR                                          ,10SM   ,-,25,5,19,42  , 11  ,290,G,16 ,29.95,-,-,AA,-
03011,20070419,0450,AO2 ,-,CLR                                          ,10SM   ,-,23,9,19,55  , 0   ,000,-,0  ,29.96,-,-,AA,-
03011,20070419,0550,AO2 ,-,CLR                                          ,10SM   ,-,23,9,19,55  , 0   ,000,-,0  ,29.97,-,-,AA,-
03011,20070419,0650,AO2 ,-,CLR                                          ,10SM   ,-,27,9,21,47  , 4   ,070,-,0  ,29.98,-,-,AA,-
03011,20070419,0750,AO2 ,-,CLR                                          ,10SM   ,-,28,3,21,34  , 0   ,000,-,0  ,29.98,-,-,AA,-
03011,20070419,0850,AO2 ,-,CLR                                          ,10SM   ,-,32,-13,23,13  , 3   ,060,-,0  ,29.98,-,-,AA,-
03011,20070419,0950,AO2 ,-,CLR                                          ,10SM   ,-,36,-18,25,9   , 5   ,340,-,0  ,29.97,-,-,AA,-
03011,20070419,1050,AO2 ,-,CLR                                          ,10SM   ,-,37,-18,27,8   , 0   ,000,-,0  ,29.97,-,-,AA,-
03011,20070419,1150,AO2 ,-,CLR                                          ,10SM   ,-,43,-13,30,9   , 5   ,270,-,0  ,29.96,-,-,AA,-
03011,20070419,1230,AO2 ,-,CLR                                          ,10SM   ,-,43,-13,30,9   , 6   ,280,-,0  ,29.96,-,-,AA,-
03011,20070419,1350,AO2 ,-,CLR                                          ,10SM   ,-,46,-9,32,9   , 6   ,300,-,0  ,29.95,-,-,AA,-
03011,20070419,1450,AO2 ,-,CLR                                          ,10SM   ,-,48,-9,34,9   , 0   ,000,-,0  ,29.93,-,-,AA,-
03011,20070419,1550,AO2 ,-,CLR                                          ,10SM   ,-,50,-9,34,8   , 7   ,270,G,14 ,29.93,-,-,AA,-
03011,20070419,1650,AO2 ,-,CLR                                          ,10SM   ,-,50,-6,34,9   , 3   ,290,-,0  ,29.93,-,-,AA,-
03011,20070419,1750,AO2 ,-,CLR                                          ,10SM   ,-,48,-9,34,9   , 3   ,220,-,0  ,29.95,-,-,AA,-
03011,20070419,1850,AO2 ,-,CLR                                          ,10SM   ,-,45,-2,32,14  , 7   ,160,G,16 ,29.97,-,-,AA,-
03011,20070419,1950,AO2 ,-,CLR                                          ,10SM   ,-,43,0,30,16  , 8   ,190,-,0  ,29.99,-,-,AA,-
03011,20070419,2050,AO2 ,-,CLR                                          ,10SM   ,-,39,0,28,19  , 3   ,050,-,0  ,30.02,-,-,AA,-
03011,20070419,2150,AO2 ,-,CLR                                          ,10SM   ,-,37,-2,27,19  , 4   ,080,-,0  ,30.01,-,-,AA,-
03011,20070419,2250,AO2 ,-,CLR                                          ,10SM   ,-,41,-6,28,13  , 11  ,120,G,18 ,30.01,-,-,AA,-
03011,20070419,2350,AO2 ,-,CLR                                          ,10SM   ,-,41,-9,28,11  , 10  ,140,G,17 ,30.01,-,-,AA,-
03011,20070420,0050,AO2 ,-,CLR                                          ,10SM   ,-,43,-4,30,13  , 9   ,110,G,15 ,30.00,-,-,AA,-
03011,20070420,0150,AO2 ,-,CLR                                          ,10SM   ,-,41,0,28,18  , 5   ,130,-,0  ,30.00,-,-,AA,-
03011,20070420,0250,AO2 ,-,CLR                                          ,10SM   ,-,37,1,27,22  , 6   ,130,-,0  ,29.98,-,-,AA,-
03011,20070420,0350,AO2 ,-,CLR                                          ,10SM   ,-,39,1,28,20  , 7   ,090,-,0  ,29.99,-,-,AA,-
03011,20070420,0450,AO2 ,-,CLR                                          ,10SM   ,-,41,0,28,18  , 8   ,070,-,0  ,30.00,-,-,AA,-
03011,20070420,0550,AO2 ,-,CLR                                          ,10SM   ,-,41,1,30,18  , 9   ,140,G,15 ,30.00,-,-,AA,-
03011,20070420,0650,AO2 ,-,CLR                                          ,10SM   ,-,43,1,30,17  , 11  ,140,G,17 ,30.01,-,-,AA,-
03011,20070420,0710,AO2 ,-,CLR                                          ,10SM   ,-,43,1,30,17  , 11  ,130,G,17 ,30.01,-,-,AA,-
03011,20070420,0850,AO2 ,-,CLR                                          ,10SM   ,-,46,0,32,14  , 20  ,160,G,27 ,30.01,-,-,AA,-
03011,20070420,0950,AO2 ,-,CLR                                          ,10SM   ,-,50,0,36,12  , 7   ,140,G,19 ,30.00,-,-,AA,-
03011,20070420,1050,AO2 ,-,CLR                                          ,10SM   ,-,50,0,36,12  , 0   ,000,-,0  ,30.00,-,-,AA,-
03011,20070420,1150,AO2 ,-,CLR                                          ,10SM   ,-,52,1,36,12  , 3   ,120,G,14 ,29.98,-,-,AA,-
03011,20070420,1250,AO2 ,-,SCT100                                       ,10SM   ,-,52,1,36,12  , 11  ,130,G,24 ,29.96,-,-,AA,-
03011,20070420,1350,AO2 ,-,SCT100                                       ,10SM   ,-,54,1,37,11  , 16  ,190,G,32 ,29.95,-,-,AA,-
03011,20070420,1450,AO2 ,-,SCT100                                       ,10SM   ,-,54,0,37,11  , 5   ,240,G,16 ,29.95,-,-,AA,-
03011,20070420,1550,AO2 ,-,CLR                                          ,10SM   ,-,52,-2,36,10  , 21  ,160,G,33 ,29.93,-,-,AA,-
03011,20070420,1650,AO2 ,-,CLR                                          ,10SM   ,-,50,-4,34,10  , 20  ,160,G,41 ,29.95,-,-,AA,-
03011,20070420,1750,AO2 ,-,CLR                                          ,10SM   ,-,50,-6,34,9   , 9   ,210,G,14 ,29.96,-,-,AA,-
03011,20070420,1850,AO2 ,-,OVC090                                       ,10SM   ,-,48,-6,34,10  , 9   ,210,G,18 ,29.96,-,-,AA,-
03011,20070420,1950,AO2 ,-,OVC100                                       ,10SM   ,-,46,0,32,14  , 11  ,230,G,15 ,29.99,-,-,AA,-
03011,20070420,2050,AO2 ,-,SCT065 OVC080                                ,10SM   ,-,46,3,34,17  , 12  ,150,G,20 ,30.02,-,-,AA,-
03011,20070420,2150,AO2 ,-,SCT043 BKN050 OVC060                         ,10SM   ,-,43,14,34,31  , 8   ,140,G,25 ,30.04,-,-,AA,-
03011,20070420,2250,AO2 ,-,SCT012 BKN026 OVC044                         ,5SM    ,-SN                 ,37,27,34,67  , 8   ,080,-,0  ,30.04,-,-,AA,-
03011,20070420,2350,AO2 ,-,SCT024 BKN034 OVC050                         ,10SM   ,-,37,28,34,70  , 11  ,110,G,14 ,30.04,-,-,AA,-
03011,20070421,0050,AO2 ,-,BKN009 OVC015                                ,2SM    ,-SN                 ,34,32,34,92  , 3   ,070,-,0  ,30.03,-,-,AA,-
03011,20070421,0150,AO2 ,-,OVC011                                       ,2SM    ,-SN                 ,34,32,34,92  , 0   ,000,-,0  ,30.00,-,-,AA,-
03011,20070421,0250,AO2 ,-,OVC007                                       ,1 3/4SM,-SN                 ,34,32,34,92  , 0   ,000,-,0  ,29.98,-,-,AA,-
03011,20070421,0350,AO2 ,-,SCT012 BKN016 OVC031                         ,2 1/2SM,-SN                 ,34,32,34,92  , 0   ,000,-,0  ,29.97,-,-,AA,-
03011,20070421,0450,AO2 ,-,BKN021 BKN028 OVC035                         ,4SM    ,-SN                 ,34,32,34,92  , 3   ,240,-,0  ,29.95,-,-,AA,-
03011,20070421,0550,AO2 ,-,OVC002                                       ,1/4SM  ,-SN                 ,32,32,32,100 , 5   ,270,-,0  ,29.94,-,-,AA,-
03011,20070421,0650,AO2 ,-,BKN002 OVC010                                ,M1/4SM ,-SN                 ,32,32,32,100 , 4   ,260,-,0  ,29.95,-,-,AA,-
03011,20070421,0750,AO2 ,-,BKN010 BKN013 OVC025                         ,3SM    ,-SN                 ,32,30,30,92  , 6   ,280,-,0  ,29.94,-,-,AA,-
03011,20070421,0850,AO2 ,-,SCT016 SCT050 OVC065                         ,10SM   ,-,32,32,32,100 , 5   ,280,-,0  ,29.93,-,-,AA,-
03011,20070421,0950,AO2 ,-,OVC008                                       ,10SM   ,-,34,32,34,92  , 0   ,000,-,0  ,29.93,-,-,AA,-
03011,20070421,1050,AO2 ,-,SCT017 SCT042 OVC050                         ,10SM   ,-,36,30,34,79  , 0   ,000,-,0  ,29.92,-,-,AA,-
03011,20070421,1150,AO2 ,-,BKN022 BKN028 OVC033                         ,4SM    ,-SN                 ,37,32,36,82  , 6   ,290,-,0  ,29.91,-,-,AA,-
03011,20070421,1250,AO2 ,-,OVC003                                       ,1/2SM  ,SN                  ,32,32,32,100 , 11  ,300,G,15 ,29.93,-,-,AA,-
03011,20070421,1350,AO2 ,-,OVC001                                       ,M1/4SM ,SN                  ,32,28,30,85  , 17  ,290,G,24 ,29.96,-,-,AA,-
03011,20070421,1450,AO2 ,-,OVC005                                       ,1/2SM  ,-SN                 ,32,28,30,85  , 6   ,310,G,14 ,30.00,-,-,AA,-
03011,20070421,1550,AO2 ,-,BKN020 OVC026                                ,5SM    ,HZ                  ,32,27,30,82  , 5   ,280,-,0  ,30.02,-,-,AA,-
03011,20070421,1650,AO2 ,-,SCT060 SCT070                                ,10SM   ,VCTS                ,34,28,32,79  , 0   ,000,-,0  ,30.02,-,-,AA,-
03011,20070421,1710,AO2 ,-,CLR                                          ,10SM   ,-,34,27,30,76  , 0   ,000,-,0  ,30.02,-,-,AA,-
03011,20070421,1850,AO2 ,-,CLR                                          ,10SM   ,-,32,28,30,85  , 0   ,000,-,0  ,30.02,-,-,AA,-
03011,20070421,1950,AO2 ,-,SCT034 OVC041                                ,10SM   ,-,32,27,30,82  , 0   ,000,-,0  ,30.03,-,-,AA,-
03011,20070421,2050,AO2 ,-,BKN034 OVC042                                ,10SM   ,-,32,28,30,85  , 4   ,120,-,0  ,30.04,-,-,AA,-
03011,20070421,2150,AO2 ,-,SCT042 OVC050                                ,10SM   ,-,32,28,30,85  , 0   ,000,-,0  ,30.06,-,-,AA,-
03011,20070421,2250,AO2 ,-,SCT039 BKN045                                ,10SM   ,-,32,28,30,85  , 0   ,000,-,0  ,30.06,-,-,AA,-
03011,20070421,2350,AO2 ,-,SCT031 SCT045 BKN050                         ,10SM   ,-,32,28,30,85  , 0   ,000,-,0  ,30.08,-,-,AA,-
03011,20070422,0050,AO2 ,-,SCT046 OVC055                                ,10SM   ,-,32,28,30,85  , 0   ,000,-,0  ,30.08,-,-,AA,-
03011,20070422,0150,AO2 ,-,SCT040 SCT049 OVC055                         ,10SM   ,-,32,27,30,82  , 3   ,130,-,0  ,30.06,-,-,AA,-
03011,20070422,0250,AO2 ,-,OVC050                                       ,10SM   ,-,32,27,30,82  , 3   ,090,-,0  ,30.06,-,-,AA,-
03011,20070422,0350,AO2 ,-,CLR                                          ,10SM   ,-,32,27,30,82  , 3   ,100,-,0  ,30.06,-,-,AA,-
03011,20070422,0450,AO2 ,-,CLR                                          ,10SM   ,-,30,27,28,89  , 0   ,000,-,0  ,30.07,-,-,AA,-
03011,20070422,0550,AO2 ,-,CLR                                          ,10SM   ,-,30,27,28,89  , 6   ,150,-,0  ,30.07,-,-,AA,-
03011,20070422,0650,AO2 ,-,CLR                                          ,10SM   ,-,32,23,28,69  , 4   ,150,-,0  ,30.10,-,-,AA,-
03011,20070422,0750,AO2 ,-,CLR                                          ,10SM   ,-,34,23,30,64  , 0   ,000,-,0  ,30.11,-,-,AA,-
03011,20070422,0850,AO2 ,-,CLR                                          ,10SM   ,-,37,21,30,52  , 4   ,120,-,0  ,30.08,-,-,AA,-
03011,20070422,0950,AO2 ,-,CLR                                          ,10SM   ,-,41,19,34,41  , 3   ,310,-,0  ,30.08,-,-,AA,-
03011,20070422,1050,AO2 ,-,CLR                                          ,10SM   ,-,45,23,37,42  , 3   ,290,-,0  ,30.07,-,-,AA,-
03011,20070422,1150,AO2 ,-,CLR                                          ,10SM   ,-,46,27,37,48  , 6   ,290,-,0  ,30.05,-,-,AA,-
03011,20070422,1250,AO2 ,-,SCT060                                       ,10SM   ,-,48,25,39,41  , 5   ,330,-,0  ,30.02,-,-,AA,-
03011,20070422,1350,AO2 ,-,OVC065                                       ,10SM   ,-,46,23,37,40  , 7   ,180,-,0  ,30.01,-,-,AA,-
03011,20070422,1450,AO2 ,-,SCT047 SCT055 BKN075                         ,10SM   ,-,46,19,36,34  , 9   ,150,G,18 ,30.00,-,-,AA,-
03011,20070422,1550,AO2 ,-,BKN065 OVC080                                ,10SM   ,-,46,19,36,34  , 8   ,130,-,0  ,30.00,-,-,AA,-
03011,20070422,1650,AO2 ,-,BKN060 BKN070 OVC095                         ,10SM   ,-,46,21,37,37  , 11  ,150,G,18 ,30.00,-,-,AA,-
03011,20070422,1750,AO2 ,-,BKN060 OVC085                                ,10SM   ,-,45,21,36,39  , 4   ,150,G,17 ,30.00,-,-,AA,-
03011,20070422,1850,AO2 ,-,OVC060                                       ,10SM   ,-,43,23,36,45  , 12  ,150,G,20 ,30.01,-,-,AA,-
03011,20070422,1950,AO2 ,-,BKN039 OVC048                                ,10SM   ,-,41,28,36,60  , 9   ,170,-,0  ,30.02,-,-,AA,-
03011,20070422,2050,AO2 ,-,BKN037 OVC049                                ,10SM   ,-,39,30,36,70  , 7   ,110,-,0  ,30.02,-,-,AA,-
03011,20070422,2150,AO2 ,-,BKN034 OVC040                                ,10SM   ,-,39,30,36,70  , 0   ,000,-,0  ,30.02,-,-,AA,-
03011,20070422,2250,AO2 ,-,SCT035 BKN040 OVC047                         ,10SM   ,-,41,28,36,60  , 0   ,000,-,0  ,30.01,-,-,AA,-
03011,20070422,2350,AO2 ,-,SCT028 BKN046 OVC055                         ,10SM   ,-,37,30,34,76  , 3   ,090,-,0  ,30.02,-,-,AA,-
03011,20070423,0050,AO2 ,-,SCT023 SCT029 OVC048                         ,10SM   ,-SN                 ,36,30,34,79  , 9   ,110,-,0  ,30.03,-,-,AA,-
03011,20070423,0150,AO2 ,-,SCT028 BKN036 OVC060                         ,7SM    ,-SN                 ,36,30,34,79  , 5   ,090,-,0  ,30.02,-,-,AA,-
03011,20070423,0250,AO2 ,-,SCT016 BKN022 OVC030                         ,4SM    ,-SN                 ,34,32,34,92  , 0   ,000,-,0  ,30.02,-,-,AA,-
03011,20070423,0350,AO2 ,-,BKN018 OVC025                                ,4SM    ,-SN                 ,34,32,34,92  , 3   ,070,-,0  ,30.02,-,-,AA,-
03011,20070423,0450,AO2 ,-,SCT019 SCT035 OVC055                         ,7SM    ,-SN                 ,34,28,32,79  , 6   ,140,-,0  ,30.02,-,-,AA,-
03011,20070423,0550,AO2 ,-,SCT021 BKN027 OVC046                         ,7SM    ,-SN                 ,34,28,32,79  , 4   ,020,-,0  ,30.02,-,-,AA,-
03011,20070423,0650,AO2 ,-,SCT016 BKN029 OVC036                         ,10SM   ,-,34,30,32,85  , 5   ,160,-,0  ,30.01,-,-,AA,-
03011,20070423,0750,AO2 ,-,SCT033 SCT041 SCT050                         ,10SM   ,-,36,28,34,73  , 7   ,150,-,0  ,30.00,-,-,AA,-
03011,20070423,0850,AO2 ,-,SCT039 BKN047 BKN060                         ,10SM   ,-,41,27,36,58  , 14  ,160,G,19 ,30.00,-,-,AA,-
